year,month,day,decimal,average,error,ndays
2017,4,23,2017.3082,409.97,10.24925,6
2017,4,30,2017.3274,409.2,10.23,5
2017,5,7,2017.3466,409.32,10.233,7
2017,5,14,2017.3658,410.4,10.26,5
2017,5,21,2017.3849,410,10.25,7
2017,5,28,2017.4041,409.57,10.23925,7
2017,6,4,2017.4233,409.69,10.24225,7
2017,6,11,2017.4425,409.43,10.23575,4
2017,6,18,2017.4616,408.32,10.208,6
2017,6,25,2017.4808,407.76,10.194,7
2017,7,2,2017.5,408.07,10.20175,5
2017,7,9,2017.5192,407.06,10.1765,7
2017,7,16,2017.5384,406.81,10.17025,7
2017,7,23,2017.5575,406.73,10.16825,6
2017,7,30,2017.5767,406.47,10.16175,6
2017,8,6,2017.5959,405.53,10.13825,7
2017,8,13,2017.6151,405.2,10.13,6
2017,8,20,2017.6342,404.54,10.1135,7
2017,8,27,2017.6534,404.2,10.105,7
2017,9,3,2017.6726,403.69,10.09225,6
2017,9,10,2017.6918,403.68,10.092,7
2017,9,17,2017.711,403.05,10.07625,5
2017,9,24,2017.7301,402.76,10.069,6
2017,10,1,2017.7493,402.95,10.07375,6
2017,10,8,2017.7685,403.41,10.08525,7
2017,10,15,2017.7877,403.95,10.09875,6
2017,10,22,2017.8068,404,10.1,6
2017,10,29,2017.826,404.15,10.10375,6
2017,11,5,2017.8452,404.25,10.10625,7
2017,11,12,2017.8644,405.07,10.12675,7
2017,11,19,2017.8836,406.12,10.153,5
2017,11,26,2017.9027,406.33,10.15825,5
2017,12,3,2017.9219,406.74,10.1685,7
2017,12,10,2017.9411,406.55,10.16375,7
2017,12,17,2017.9603,406.84,10.171,7
2017,12,24,2017.9795,407.21,10.18025,7
2017,12,31,2017.9986,407.37,10.18425,7
2018,1,7,2018.0178,408.14,10.2035,6
2018,1,14,2018.037,407.89,10.19725,7
2018,1,21,2018.0562,408.27,10.20675,6
2018,1,28,2018.0753,407.88,10.197,7
2018,2,4,2018.0945,408.2,10.205,7
2018,2,11,2018.1137,408.37,10.20925,7
2018,2,18,2018.1329,408.45,10.21125,7
2018,2,25,2018.1521,408.9,10.2225,7
2018,3,4,2018.1712,409.83,10.24575,7
2018,3,11,2018.1904,408.71,10.21775,6
2018,3,18,2018.2096,409.12,10.228,7
2018,3,25,2018.2288,410.02,10.2505,6
2018,4,1,2018.2479,409.19,10.22975,7
2018,4,8,2018.2671,409.45,10.23625,4
2018,4,15,2018.2863,411.05,10.27625,2
2018,4,22,2018.3055,411.68,10.292,6
2018,4,29,2018.3247,409.66,10.2415,5
2018,5,6,2018.3438,411.06,10.2765,4
2018,5,13,2018.363,411.87,10.29675,7
2018,5,20,2018.3822,411.45,10.28625,5
2018,5,27,2018.4014,411.41,10.28525,7
2018,6,3,2018.4205,410.94,10.2735,7
2018,6,10,2018.4397,411.16,10.279,7
2018,6,17,2018.4589,410.36,10.259,6
2018,6,24,2018.4781,410.56,10.264,7
2018,7,1,2018.4973,409.38,10.2345,5
2018,7,8,2018.5164,409.15,10.22875,6
2018,7,15,2018.5356,408.54,10.2135,7
2018,7,22,2018.5548,408.28,10.207,7
2018,7,29,2018.574,407.46,10.1865,6
2018,8,5,2018.5932,407.23,10.18075,7
2018,8,12,2018.6123,407.07,10.17675,7
2018,8,19,2018.6315,406.84,10.171,7
2018,8,26,2018.6507,406.11,10.15275,7
2018,9,2,2018.6699,405.49,10.13725,7
2018,9,9,2018.689,405.39,10.13475,7
2018,9,16,2018.7082,405.69,10.14225,7
2018,9,23,2018.7274,405.55,10.13875,6
2018,9,30,2018.7466,405.5,10.1375,7
2018,10,7,2018.7658,405.58,10.1395,7
2018,10,14,2018.7849,406.01,10.15025,6
2018,10,21,2018.8041,406.62,10.1655,7
2018,10,28,2018.8233,406.48,10.162,6
2018,11,4,2018.8425,406.99,10.17475,5
2018,11,11,2018.8616,408.73,10.21825,5
2018,11,18,2018.8808,408.59,10.21475,6
2018,11,25,2018.9,408.39,10.20975,7
2018,12,2,2018.9192,408.49,10.21225,6
2018,12,9,2018.9384,409.4,10.235,7
2018,12,16,2018.9575,409.31,10.23275,7
2018,12,23,2018.9767,409.14,10.2285,7
2018,12,30,2018.9959,409.6,10.24,7
2019,1,6,2019.0151,410.67,10.26675,6
2019,1,13,2019.0342,410.35,10.25875,4
2019,1,20,2019.0534,411.98,10.2995,6
2019,1,27,2019.0726,411.02,10.2755,7
2019,2,3,2019.0918,411.62,10.2905,7
2019,2,10,2019.111,412.4,10.31,6
2019,2,17,2019.1301,410.98,10.2745,7
2019,2,24,2019.1493,412.4,10.31,7
2019,3,3,2019.1685,412.16,10.304,7
2019,3,10,2019.1877,412.16,10.304,7
2019,3,17,2019.2068,411.82,10.2955,7
2019,3,24,2019.226,411.32,10.283,4
2019,3,31,2019.2452,412.19,10.30475,6
2019,4,7,2019.2644,413.14,10.3285,6
2019,4,14,2019.2836,413.6,10.34,7
2019,4,21,2019.3027,413.77,10.34425,6
2019,4,28,2019.3219,414.29,10.35725,6
2019,5,5,2019.3411,414.32,10.358,7
2019,5,12,2019.3603,415.4,10.385,6
2019,5,19,2019.3795,414.74,10.3685,6
2019,5,26,2019.3986,414.3,10.3575,7
2019,6,2,2019.4178,414.39,10.35975,6
2019,6,9,2019.437,414.08,10.352,6
2019,6,16,2019.4562,413.86,10.3465,7
2019,6,23,2019.4753,413.41,10.33525,6
2019,6,30,2019.4945,413.42,10.3355,7
2019,7,7,2019.5137,412.08,10.302,7
2019,7,14,2019.5329,412.14,10.3035,3
2019,7,21,2019.5521,410.84,10.271,5
2019,7,28,2019.5712,410.06,10.2515,7
2019,8,4,2019.5904,410.34,10.2585,7
2019,8,11,2019.6096,410.27,10.25675,7
2019,8,18,2019.6288,409.57,10.23925,6
2019,8,25,2019.6479,409.44,10.236,6
2019,9,1,2019.6671,408.81,10.22025,7
2019,9,8,2019.6863,408.59,10.21475,7
2019,9,15,2019.7055,408.5,10.2125,6
2019,9,22,2019.7247,408.32,10.208,7
2019,9,29,2019.7438,407.96,10.199,7
2019,10,6,2019.763,408.38,10.2095,7
2019,10,13,2019.7822,408.62,10.2155,7
2019,10,20,2019.8014,408.72,10.218,5
2019,10,27,2019.8205,409.29,10.23225,6
2019,11,3,2019.8397,409.9,10.2475,6
2019,11,10,2019.8589,410.19,10.25475,6
2019,11,17,2019.8781,410.19,10.25475,6
2019,11,24,2019.8973,410.72,10.268,7
2019,12,1,2019.9164,411.07,10.27675,7
2019,12,8,2019.9356,411.32,10.283,7
2019,12,15,2019.9548,411.89,10.29725,7
2019,12,22,2019.974,412.21,10.30525,7
2019,12,29,2019.9932,412.99,10.32475,6
2020,1,5,2020.0123,413.38,10.3345,7
2020,1,12,2020.0314,412.8,10.32,6
2020,1,19,2020.0505,413.66,10.3415,7
2020,1,26,2020.0697,414.03,10.35075,7
2020,2,2,2020.0888,414.3,10.3575,7
2020,2,9,2020.1079,414.4,10.36,6
2020,2,16,2020.127,414.06,10.3515,7
2020,2,23,2020.1462,413.72,10.343,7
2020,3,1,2020.1653,413.86,10.3465,7
2020,3,8,2020.1844,414.11,10.35275,6
2020,3,15,2020.2036,414.28,10.357,6
2020,3,22,2020.2227,415.55,10.38875,4
2020,3,29,2020.2418,415.75,10.39375,6
2020,4,5,2020.2609,416.45,10.41125,7
2020,4,12,2020.2801,416.27,10.40675,7
2020,4,19,2020.2992,415.88,10.397,6
2020,4,26,2020.3183,416.82,10.4205,7
2020,5,3,2020.3374,416.83,10.42075,6
2020,5,10,2020.3566,416.79,10.41975,6
2020,5,17,2020.3757,416.97,10.42425,5
2020,5,24,2020.3948,417.43,10.43575,7
2020,5,31,2020.4139,417.2,10.43,6
2020,6,7,2020.4331,416.34,10.4085,5
2020,6,14,2020.4522,416.27,10.40675,7
2020,6,21,2020.4713,416.05,10.40125,7
2020,6,28,2020.4904,415.43,10.38575,7
2020,7,5,2020.5096,415.24,10.381,7
2020,7,12,2020.5287,414.53,10.36325,7
2020,7,19,2020.5478,413.9,10.3475,7
2020,7,26,2020.5669,413.22,10.3305,7
2020,8,2,2020.5861,413.17,10.32925,4
2020,8,9,2020.6052,412.74,10.3185,6
2020,8,16,2020.6243,412.39,10.30975,5
2020,8,23,2020.6434,411.96,10.299,7
2020,8,30,2020.6626,411.59,10.28975,7
2020,9,6,2020.6817,411.37,10.28425,7
2020,9,13,2020.7008,411.47,10.28675,7
2020,9,20,2020.7199,411,10.275,6
2020,9,27,2020.7391,411.06,10.2765,7
2020,10,4,2020.7582,411.05,10.27625,7
2020,10,11,2020.7773,411.12,10.278,7
2020,10,18,2020.7964,411.52,10.288,6
2020,10,25,2020.8156,411.48,10.287,7
2020,11,1,2020.8347,411.76,10.294,6
2020,11,8,2020.8538,412.75,10.31875,7
2020,11,15,2020.873,412.53,10.31325,6
2020,11,22,2020.8921,413.84,10.346,6
2020,11,29,2020.9112,413.76,10.344,7
2020,12,6,2020.9303,413.39,10.33475,7
2020,12,13,2020.9495,413.92,10.348,7
2020,12,20,2020.9686,414.6,10.365,6
2020,12,27,2020.9877,415.09,10.37725,7
2021,1,3,2021.0068,415.25,10.38125,7
